SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
SFMP8GR,SBI Mutual Fund - SBI FMP Series 8 (1178 Days) - RPGO,MF,12-JUN-2019,10,1,INF200KA1F84,10
SFMP9DD,SBI Mutual Fund - SBI FMP (FMP) Series ¿ 9 (1178 Days) DPDPO,MF,02-JUL-2019,10,1,INF200KA1G75,10
SFMP9DR,SBI Mutual Fund - SBI FMP (FMP) Series ¿ 9 (1178 Days) RPDPO,MF,02-JUL-2019,10,1,INF200KA1G59,10
SFMP9GD,SBI Mutual Fund - SBI FMP (FMP) Series ¿ 9 (1178 Days) DPGO,MF,02-JUL-2019,10,1,INF200KA1G67,10
SFMP9GR,SBI Mutual Fund - SBI FMP (FMP) Series ¿ 9 (1178 Days) RPGO,MF,02-JUL-2019,10,1,INF200KA1G42,10
UDAIPIGIII,UTI MF - UTI FIIF- AIP III- DG,MF,24-OCT-2013,10,1,INF789F01WC8,10
UDAIPIPIII,UTI MF - UTI FIIF- AIP III- DPDP,MF,24-OCT-2013,10,1,INF789F01WA2,10
UFDAIPIGII,UTI MF - UTI - FIIF - AIP-II- DPG,MF,26-SEP-2013,10,1,INF789F01VZ1,10
UFDAIPIGIV,UTI Mutual Fund - UTI FIIF-AIP-IV- DG,MF,18-DEC-2013,10,1,INF789F01WF1,10
UFDAIPIPII,UTI MF - UTI - FIIF - AIP-II- DPDP,MF,26-SEP-2013,10,1,INF789F01VX6,10
UFDAIPIRIV,UTI Mutual Fund - UTI FIIF-AIP-IV- DDR,MF,18-DEC-2013,10,1,INF789F01WE4,10
UFDHIPIGII,UTI MF - UTI FIIF - HLF YRL INT PLN II- DPG,MF,12-DEC-2013,10,1,INF789F01WX4,10
UFDHIPIPII,UTI Mutual Fund - UTI Fixed Income Interval Fund - Half Yearly Interva,MF,06-FEB-2020,10,1,INF789F01WV8,10
UFDHIPIRII,UTI Mutual Fund - UTI FIIF - Half Yearly Interval Plan II,MF,07-AUG-2020,10,1,INF789F01WW6,10
UFDMIPIGII,UTI MF - Units of Rs.10/- each - UTI FIIF-MIPII - DPG,MF,02-MAY-2013,10,1,INF789F01VN7,10
UFDMIPIPII,UTI FIIF- MIP II -Direct Plan Monthly Dividend Reinvestment,MF,02-MAY-2013,10,1,INF789F01VL1,10
UFDQIPIGVI,UTI MF - UTI FIIF - S II - QIP VI - DG,MF,12-JUN-2013,10,1,INF789F01WU0,10
UFDQIPIPVI,UTI MF - UTI FIIF - S II - QIP VI - DDP,MF,12-JUN-2013,10,1,INF789F01WS4,10
UFDQIPIRVI,UTI MF - UTI FIIF - S II - QIP VI - DDR,MF,12-JUN-2013,10,1,INF789F01WT2,10
UFDS2QPIG4,UTI Mutual Fund - UTI FIIF - SII QIP IV - DPG,MF,24-MAY-2013,10,1,INF789F01WO3,10
UFDS2QPIG5,UTI MF - UTI FIIF - SII - QIP V - DG,MF,16-MAY-2013,10,1,INF789F01WR6,10
UFDS2QPIP4,UTI Mutual Fund - UTI FIIF - SII QIP IV - DPDP,MF,24-MAY-2013,10,1,INF789F01WM7,10
UFDS2QPIP5,UTI MF - UTI FIIF - SII - QIP V - DDP,MF,16-MAY-2013,10,1,INF789F01WP0,10
UFDS2QPIP7,UTI Mutual Fund - UTI FIIF-SII-QIP-VII,MF,18-OCT-2013,10,1,INF789F01VI7,10
UFDS2QPIR7,UTI MF -UTI Fixed Income Interval Fund Series II- QIP VII-DPDR,MF,02-MAY-2013,10,1,INF789F01VJ5,10
UFDS2QPRP7,UTI MF -UTI Fixed Income Interval Fund Series II- QIP VII-DPG,MF,02-MAY-2013,10,1,INF789F01VK3,10
UFIAIPRGII,UTI Mutual Fund -UTI Fixed Income Interval Fund - AIP II - RG,MF,08-JUN-2011,10,1,INF789F01FM2,10
UFIAIPRGIV,UTI Mutual Fund - UTI Fixed Income Interval Fund - AIP IV - RG,MF,15-SEP-2011,10,1,INF789F01FY7,10
UFIAIPRPII,UTI Mutual Fund -UTI Fixed Income Interval Fund - AIP II -RDP,MF,08-JUN-2011,10,1,INF789F01FK6,10
UFIAIPRPIV,UTI Mutual Fund - UTI Fixed Income Interval Fund - AIP IV - RDP,MF,15-SEP-2011,10,1,INF789F01FW1,10
UFIAIPRRII,UTI Mutual Fund -UTI Fixed Income Interval Fund - AIP II -RDR,MF,08-JUN-2011,10,1,INF789F01FL4,10
UFIAIPRRIV,UTI Mutual Fund - UTI Fixed Income Interval Fund - AIP IV - RDR,MF,15-SEP-2011,10,1,INF789F01FX9,10
UFIHIPRGII,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - II - RG,MF,15-SEP-2011,10,1,INF789F01HI6,10
UFIHIPRPII,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - II -  RDP,MF,15-SEP-2011,10,1,INF789F01HG0,10
UFIHIPRRII,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - II - RDR,MF,15-SEP-2011,10,1,INF789F01HH8,10
UFIMIPRGII,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - II -  RG,MF,16-MAY-2011,10,1,INF789F01EO1,10
UFIMIPRPII,UTI FIIF- MIP II -Retail Monthly Dividend Payout,MF,16-MAY-2011,10,1,INF789F01EM5,10
UFIMIPRRII,UTI FIIF- MIP II -Retail Monthly Dividend Reinvestment,MF,16-MAY-2011,10,1,INF789F01EN3,10
UFIQIPRGVI,UTI Mutual Fund -UTI Fixed Income Interval Fund Series II- QIP VI-RG,MF,16-SEP-2011,10,1,INF789F01HC9,10
UFIQIPRPVI,UTI Mutual Fund -UTI Fixed Income Interval Fund Series II- QIP VI-RDP,MF,16-SEP-2011,10,1,INF789F01HA3,10
UFIQIPRRVI,UTI Mutual Fund -UTI Fixed Income Interval Fund Series II- QIP VI-RDR,MF,16-SEP-2011,10,1,INF789F01HB1,10
UFIS2QPRG4,UTI Mutual Fund -UTI Fixed Income Interval Fund Series II- QIP IV-RG,MF,05-MAY-2011,10,1,INF789F01GQ1,10
UFIS2QPRG5,UTI Mutual Fund - UTI Fixed Income Interval Fund Series II- QIP V-RG,MF,25-MAY-2011,10,1,INF789F01GW9,10
UFIS2QPRG7,UTI Mutual Fund -UTI Fixed Income Interval Fund Series II- QIP VII-RG,MF,20-APR-2011,10,1,INF789F01EI3,10
UFIS2QPRP4,UTI Mutual Fund -UTI Fixed Income Interval Fund Series II- QIP IV-RDP,MF,05-MAY-2011,10,1,INF789F01GO6,10
UFIS2QPRP5,UTI Mutual Fund - UTI Fixed Income Interval Fund Series II- QIP V-RDP,MF,25-MAY-2011,10,1,INF789F01GU3,10
UFIS2QPRP7,UTI Mutual Fund -UTI Fixed Income Interval Fund Series II- QIP VII-RDP,MF,20-APR-2011,10,1,INF789F01EG7,10
UFIS2QPRR4,UTI Mutual Fund -UTI Fixed Income Interval Fund Series II- QIP IV-RDR,MF,05-MAY-2011,10,1,INF789F01GP3,10
UFIS2QPRR5,UTI Mutual Fund - UTI Fixed Income Interval Fund Series II- QIP V-RDR,MF,25-MAY-2011,10,1,INF789F01GV1,10
UFIS2QPRR7,UTI Mutual Fund -UTI Fixed Income Interval Fund Series II- QIP VII-RDR,MF,20-APR-2011,10,1,INF789F01EH5,10
UIAIPIGIII,UTI Mutual Fund - UTI Fixed Income Interval Fund - AIP III - IG,MF,08-JUN-2011,10,1,INF789F01FV3,10
UIAIPRGIII,UTI Mutual Fund - UTI Fixed Income Interval Fund - AIP III - RG,MF,08-JUN-2011,10,1,INF789F01FS9,10
UIAIPRPIII,UTI Mutual Fund - UTI Fixed Income Interval Fund - AIP III - RDP,MF,08-JUN-2011,10,1,INF789F01FQ3,10
UIAIPRRIII,UTI Mutual Fund - UTI Fixed Income Interval Fund - AIP III - RDR,MF,08-JUN-2011,10,1,INF789F01FR1,10
UTCPOD8DP2,UTI MF - UTI-CPOS Sr VIII Pl II - DP-DPO ,MF,30-SEP-2016,10,1,INF789FC1DN1,10
UTCPOD8DP4,UTI MF - UTI-CPOS Series VIII Plan IV - DP-DPO ,MF,17-NOV-2016,10,1,INF789FC1EZ3,10
UTCPOD8GR2,UTI MF - UTI-CPOS Sr VIII Pl II - DP-GO,MF,30-SEP-2016,10,1,INF789FC1DO9,10
UTCPOD8GR4,UTI MF - UTI-CPOS Series VIII Plan IV - DP-GO,MF,17-NOV-2016,10,1,INF789FC1FA3,10
UTCPOR8DP2,UTI MF - UTI-CPOS Sr VIII Pl II - RP-DPO,MF,30-SEP-2016,10,1,INF789FC1DL5,10
UTCPOR8DP4,UTI MF - UTI-CPOS Series VIII Plan IV - RP-DPO,MF,17-NOV-2016,10,1,INF789FC1EX8,10
UTCPOR8GR2,UTI MF - UTI-CPOS Sr VIII Pl II - RP-GO,MF,30-SEP-2016,10,1,INF789FC1DM3,10
UTCPOR8GR4,UTI MF - UTI-CPOS Series VIII Plan IV - RP-GO,MF,17-NOV-2016,10,1,INF789FC1EY6,10
UTDAP29P13,UTI-Fixed Term Income Fund ¿ Series XXIX- Plan XIII - DPADP,MF,24-JUL-2018,10,1,INF789F1A108,10
UTDAP30P13,UTI Mutual Fund - UTI-FTIF - Series XXX Plan XIII - DPADP,MF,19-DEC-2018,10,1,INF789F1AER3,10
UTDAP30P14,UTI Mutual Fund - UTI-FTIF - Series XXX-XIV (1209 D)-DPADPO,MF,03-JAN-2019,10,1,INF789F1AFB4,10
UTDAP30PXI,UTI-Fixed Term Income Fund - Series XXX Plan XI (1246 days)-DP-ADPP,MF,04-DEC-2018,10,1,INF789F1ADX3,10
UTDAP31P02,UTI-Fixed Term Income Fund-Series XXXI-II(1222D)-DP-ADPO,MF,25-JAN-2019,10,1,INF789F1AGG1,10
UTDAP31P03,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -III (1174 days)-DPADPO,MF,07-FEB-2019,10,1,INF789F1AGU2,10
UTDAP31P04,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IV - DPADPO,MF,12-FEB-2019,10,1,INF789F1AHD6,10
UTDAP31P05,UTI-Fixed Term Income Fund ¿ Series XXXI- V (1174D)-DP-ADPO,MF,28-FEB-2019,10,1,INF789F1AHO3,10
UTDAP31P06,UTI Mutual Fund - UTI-FTIF ¿ Sr XXXI - VI 1167D- DPADPO,MF,08-MAR-2019,10,1,INF789F1AHZ9,10
UTDAP31P07,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VII (1155) - DPADPO,MF,19-MAR-2019,10,1,INF789F1AIJ1,10
UTDAP31P08,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VIII (1153 D) - DPADPO,MF,14-MAR-2019,10,1,INF789F1AIS2,10
UTDAP31P09,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IX (1168D)-DPADPO,MF,02-APR-2019,10,1,INF789F1AJD2,10
UTDAP31P10,UTI-Fixed Term Income Fund ¿ Series XXXI Plan X (1168D)DP-ADPO,MF,27-MAR-2019,10,1,INF789F1AJN1,10
UTDAP31P11,UTI Mutual Fund-UTI-FTIF¿ Series XXXI-XI (1169 days)-DPADP,MF,02-APR-2019,10,1,INF789F1AJX0,10
UTDAP31P12,UTI-Fixed Term Income Fund Series XXXI-XII (1148 day)-DP-ADPO,MF,24-APR-2019,10,1,INF789F1AKH1,10
UTDAP31P13,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI-XIII (1127D) - DPADPO,MF,13-MAY-2019,10,1,INF789F1AKR0,10
UTDAP31P15,UTI MF-UTI-Fixed Term Income Fund¿Series XXXI-XV (1099 Days)-DP-ADP,MF,12-JUN-2019,10,1,INF789F1ALL1,10
UTDFP29P11,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan XI - DPFDPO,MF,06-JUL-2018,10,1,INF789F1A033,10
UTDFP30PXI,UTI-Fixed Term Income Fund - Series XXX Plan XI (1246 days)-DP-FDPP,MF,04-DEC-2018,10,1,INF789F1ADZ8,10
UTDFP31P02,UTI-Fixed Term Income Fund-Series XXXI-II(1222D)-DP-FDPO,MF,25-JAN-2019,10,1,INF789F1AGI7,10
UTDFP31P04,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IV - DPFDPO,MF,12-FEB-2019,10,1,INF789F1AHF1,10
UTDFP31P05,UTI-Fixed Term Income Fund ¿ Series XXXI- V (1174D)-DP-FDPO,MF,28-FEB-2019,10,1,INF789F1AHQ8,10
UTDFP31P06,UTI Mutual Fund - UTI-FTIF ¿ Sr XXXI - VI 1167D- DPFDPO,MF,08-MAR-2019,10,1,INF789F1AIB8,10
UTDFP31P08,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VIII (1153 D) - DPFDPO,MF,14-MAR-2019,10,1,INF789F1AIV6,10
UTDFP31P09,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IX (1168D)-DPFDPO,MF,02-APR-2019,10,1,INF789F1AJF7,10
UTDGR29P11,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan XI - DPGO,MF,06-JUL-2018,10,1,INF789F1A025,10
UTDGR29P13,UTI-Fixed Term Income Fund ¿ Series XXIX- pLAN XIII - DPG,MF,24-JUL-2018,10,1,INF789F1A124,10
UTDGR29P14,UTI-Fixed Term Income Fund ¿ Series XXIX Plan XIV - DPG,MF,13-JUL-2018,10,1,INF789F1A322,10
UTDGR29P15,UTI-Fixed Term Income Fund ¿ Series XXIX Plan XV - DPG,MF,20-JUL-2018,10,1,INF789F1A413,10
UTDGR30P12,UTI Mutual Fund-UTI-FTIF-Sr XXX Plan XII (1254 days)-DPG,MF,04-DEC-2018,10,1,INF789F1AEF8,10
UTDGR30P13,UTI Mutual Fund - UTI-FTIF - Series XXX Plan XIII - DPG,MF,19-DEC-2018,10,1,INF789F1AEP7,10
UTDGR30P14,UTI Mutual Fund - UTI-FTIF - Series XXX-XIV (1209 D)-DPG,MF,03-JAN-2019,10,1,INF789F1AEZ6,10
UTDGR30P15,UTI MF-UTI-Fixed Term Income Fund-Series XXX-XV (1223 days)-DP-G,MF,20-DEC-2018,10,1,INF789F1AFJ7,10
UTDGR30PXI,UTI-Fixed Term Income Fund - Series XXX Plan XI (1246 days)-DP-GP,MF,04-DEC-2018,10,1,INF789F1ADV7,10
UTDGR31P01,UTI Mutual Fund - UTI-FTIF¿Series XXXI Plan I (1209 days) - DPG,MF,03-JAN-2019,10,1,INF789F1AFT6,10
UTDGR31P02,UTI-Fixed Term Income Fund-Series XXXI-II(1222D)-DP-GO,MF,25-JAN-2019,10,1,INF789F1AGE6,10
UTDGR31P03,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -III (1174 days)-DPG,MF,07-FEB-2019,10,1,INF789F1AGS6,10
UTDGR31P04,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IV - DPG,MF,12-FEB-2019,10,1,INF789F1AHB0,10
UTDGR31P05,UTI-Fixed Term Income Fund ¿ Series XXXI- V (1174D)-DP-G,MF,28-FEB-2019,10,1,INF789F1AHM7,10
UTDGR31P06,UTI Mutual Fund - UTI-FTIF ¿ Sr XXXI - VI 1167D- DPG,MF,08-MAR-2019,10,1,INF789F1AHX4,10
UTDGR31P07,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VII (1155) - DPGO,MF,19-MAR-2019,10,1,INF789F1AIH5,10
UTDGR31P08,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VIII (1153 D) - DPG,MF,14-MAR-2019,10,1,INF789F1AIU8,10
UTDGR31P09,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IX (1168D)-DPG,MF,02-APR-2019,10,1,INF789F1AJB6,10
UTDGR31P10,UTI-Fixed Term Income Fund ¿ Series XXXI Plan X (1168D)DP-GO,MF,27-MAR-2019,10,1,INF789F1AJL5,10
UTDGR31P11,UTI Mutual Fund-UTI-FTIF ¿ Series XXXI-XI (1169 days)-DPG,MF,02-APR-2019,10,1,INF789F1AJV4,10
UTDGR31P12,UTI-Fixed Term Income Fund Series XXXI-XII (1148 day)-DP-G,MF,24-APR-2019,10,1,INF789F1AKF5,10
UTDGR31P13,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI-XIII (1127D) - DPG,MF,13-MAY-2019,10,1,INF789F1AKP4,10
UTDGR31P14,UTI-Fixed Term Income Fund-SeriesXXXI-XIV(1111D)-DP-GO,MF,30-MAY-2019,10,1,INF789F1AKZ3,10
UTDGR31P15,UTI MF-UTI-Fixed Term Income Fund¿Series XXXI-XV (1099 Days)-DP-G,MF,12-JUN-2019,10,1,INF789F1ALJ5,10
UTDMP29P11,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan XI - DPMDPO,MF,06-JUL-2018,10,1,INF789F1A017,10
UTDMP29P13,UTI-Fixed Term Income Fund ¿ Series XXIX- Plan XIII - DPMDP,MF,24-JUL-2018,10,1,INF789F1A116,10
UTDMP30P13,UTI Mutual Fund - UTI-FTIF - Series XXX Plan XIII - DPMDP,MF,19-DEC-2018,10,1,INF789F1AES1,10
UTDMP30P14,UTI Mutual Fund - UTI-FTIF - Series XXX-XIV (1209 D)-DPMDPO,MF,03-JAN-2019,10,1,INF789F1AFC2,10
UTDMP30PXI,UTI-Fixed Term Income Fund - Series XXX Plan XI (1246 days)-DP-M-DPP,MF,04-DEC-2018,10,1,INF789F1ADY1,10
UTDMP31P02,UTI-Fixed Term Income Fund-Series XXXI-II(1222D)-DP-MDPO,MF,25-JAN-2019,10,1,INF789F1AGH9,10
UTDMP31P03,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -III (1174 days)-DPMDPO,MF,07-FEB-2019,10,1,INF789F1AGV0,10
UTDMP31P04,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IV - DPMDPO,MF,12-FEB-2019,10,1,INF789F1AHE4,10
UTDMP31P05,UTI-Fixed Term Income Fund ¿ Series XXXI- V (1174D)-DP-MDPO,MF,28-FEB-2019,10,1,INF789F1AHP0,10
UTDMP31P06,UTI Mutual Fund - UTI-FTIF ¿ Sr XXXI - VI 1167D- DPMDPO,MF,08-MAR-2019,10,1,INF789F1AIA0,10
UTDMP31P07,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VII (1155) - DPMDPO,MF,19-MAR-2019,10,1,INF789F1AIK9,10
UTDMP31P08,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VIII (1153 D) - DPMDPO,MF,14-MAR-2019,10,1,INF789F1AIT0,10
UTDMP31P09,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IX (1168D)-DPMDPO,MF,02-APR-2019,10,1,INF789F1AJE0,10
UTDMP31P10,UTI-Fixed Term Income Fund ¿ Series XXXI Plan X (1168D)DP-MDPO,MF,27-MAR-2019,10,1,INF789F1AJO9,10
UTDMP31P11,UTI Mutual Fund-UTI-FTIF¿ Series XXXI-XI (1169 days)-DPMDP,MF,02-APR-2019,10,1,INF789F1AJY8,10
UTDMP31P14,UTI-Fixed Term Income Fund-SeriesXXXI-XIV(1111D)-DP-MDPO,MF,30-MAY-2019,10,1,INF789F1ALC0,10
UTDMP31P15,UTI MF-UTI-Fixed Term Income Fund¿Series XXXI-XV (1099 Days)-DP-MDP,MF,12-JUN-2019,10,1,INF789F1ALM9,10
UTDQP29P13,UTI-Fixed Term Income Fund ¿ Series XXIX- Plan XIII - DPQDP,MF,24-JUL-2018,10,1,INF789F1A090,10
UTDQP29P14,UTI-Fixed Term Income Fund ¿ Series XXIX Plan XIV - DPQDP,MF,13-JUL-2018,10,1,INF789F1A298,10
UTDQP30P14,UTI Mutual Fund - UTI-FTIF - Series XXX-XIV (1209 D)-DPQDPO,MF,03-JAN-2019,10,1,INF789F1AFA6,10
UTDQP30PXI,UTI-Fixed Term Income Fund - Series XXX Plan XI (1246 days)-DP-Q-DPP,MF,04-DEC-2018,10,1,INF789F1ADW5,10
UTDQP31P01,UTI Mutual Fund - UTI-FTIF¿Series XXXI Plan I (1209 days) - DPQDP,MF,03-JAN-2019,10,1,INF789F1AFU4,10
UTDQP31P02,UTI-Fixed Term Income Fund-Series XXXI-II(1222D)-DP-QDPO,MF,25-JAN-2019,10,1,INF789F1AGF3,10
UTDQP31P03,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -III (1174 days)-DPQDPO,MF,07-FEB-2019,10,1,INF789F1AGT4,10
UTDQP31P04,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IV - DPQDPO,MF,12-FEB-2019,10,1,INF789F1AHC8,10
UTDQP31P05,UTI-Fixed Term Income Fund ¿ Series XXXI- V (1174D)-DP-QDPO,MF,28-FEB-2019,10,1,INF789F1AHN5,10
UTDQP31P06,UTI Mutual Fund - UTI-FTIF ¿ Sr XXXI - VI 1167D- DPQDPO,MF,08-MAR-2019,10,1,INF789F1AHY2,10
UTDQP31P07,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VII (1155) - DPQDPO,MF,19-MAR-2019,10,1,INF789F1AII3,10
UTDQP31P08,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI -VIII (1153 D) - DPQDPO,MF,14-MAR-2019,10,1,INF789F1AIR4,10
UTDQP31P09,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI - IX (1168D)-DPQDPO,MF,02-APR-2019,10,1,INF789F1AJC4,10
UTDQP31P10,UTI-Fixed Term Income Fund ¿ Series XXXI Plan X (1168D)DP-QDPO,MF,27-MAR-2019,10,1,INF789F1AJM3,10
UTDQP31P11,UTI Mutual Fund-UTI-FTIP¿ Series XXXI-XI (1169 days)-DPQDP,MF,02-APR-2019,10,1,INF789F1AJW2,10
UTDQP31P12,UTI-Fixed Term Income Fund Series XXXI-XII (1148 day)-DP-QDPO,MF,24-APR-2019,10,1,INF789F1AKG3,10
UTDQP31P13,UTI Mutual Fund - UTI-FTIF ¿ Series XXXI-XIII (1127D) - DPQDPO,MF,13-MAY-2019,10,1,INF789F1AKQ2,10
UTDQP31P14,UTI-Fixed Term Income Fund-SeriesXXXI-XIV(1111D)-DP-QDPO,MF,30-MAY-2019,10,1,INF789F1ALA4,10
UTDQP31P15,UTI MF-UTI-Fixed Term Income Fund¿Series XXXI-XV (1099 Days)-DP-QDP,MF,12-JUN-2019,10,1,INF789F1ALK3,10
UTFDAIPIGI,UTI Mutual Fund - UTI FIIF-AIP-1-DPG,MF,28-AUG-2013,10,1,INF789F01VW8,10
UTFDHIPIGI,UTI MF - UTI FIIF - HY IP I - DG,MF,12-JUN-2013,10,1,INF789F01VT4,10
UTFDHIPIPI,UTI MF - UTI FIIF - Half Yly Int Plan-I DPDP,MF,10-DEC-2013,10,1,INF789F01VR8,10
UTFDHIPIRI,UTI MF - UTI FIIF - HY IP I - DDR,MF,12-JUN-2013,10,1,INF789F01VS6,10
UTFDMIPIGI,UTI MF - UTI FIIF - MIP - I - DPG,MF,11-APR-2013,10,1,INF789F01VQ0,10
UTFDMIPIPI,UTI FIIF - MIP - I - Direct Plan  - Monthly Dividend -  Payout,MF,11-APR-2013,10,1,INF789F01VO5,10
UTFDMIPIRI,UTI FIIF - MIP - I - Direct Plan - Monthly Dividend Reinvestment,MF,11-APR-2013,10,1,INF789F01VP2,10
UTFDQIPIGI,UTI MF- UTI FIIF - QIP - I - DPG,MF,12-APR-2013,10,1,INF789F01WI5,10
UTFDQIPIPI,UTI MF- UTI FIIF - QIP - I - DPDP,MF,12-APR-2013,10,1,INF789F01WG9,10
UTFDQIPIRI,UTI Mutual Fund - UTI FIIF-QIP-1-DDR,MF,07-OCT-2013,10,1,INF789F01WH7,10
UTFIAIPIGI,UTI Mutual Fund -UTI Fixed Income Interval Fund - AIP I -IG,MF,07-JUN-2011,10,1,INF789F01FJ8,10
UTFIAIPRGI,UTI Mutual Fund -UTI Fixed Income Interval Fund - AIP I -RG,MF,07-JUN-2011,10,1,INF789F01FG4,10
UTFIAIPRPI,UTI Mutual Fund -UTI Fixed Income Interval Fund - AIP I -RDP,MF,07-JUN-2011,10,1,INF789F01FE9,10
UTFIAIPRRI,UTI Mutual Fund -UTI Fixed Income Interval Fund - AIP I -RDR,MF,07-JUN-2011,10,1,INF789F01FF6,10
UTFIHIPRGI,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - I -  RG,MF,08-JUN-2011,10,1,INF789F01FA7,10
UTFIHIPRPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - I - RDP,MF,08-JUN-2011,10,1,INF789F01EY0,10
UTFIHIPRRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - I - RDR,MF,08-JUN-2011,10,1,INF789F01EZ7,10
UTFIMIPRGI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I -  RG,MF,05-MAY-2011,10,1,INF789F01EU8,10
UTFIMIPRPI,UTI FIIF - MIP - I - Retail Option - Monthly Dividend Payout,MF,05-MAY-2011,10,1,INF789F01ES2,10
UTFIMIPRRI,UTI FIIF - MIP - I - Retail Option  - Monthly Dividend Reinvestment,MF,05-MAY-2011,10,1,INF789F01ET0,10
UTFIQIPRGI,UTI Mutual Fund - UTI Fixed Income Interval Fund - QIP I - RG,MF,10-OCT-2011,10,1,INF789F01GE7,10
UTFIQIPRPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - QIP I - RDP,MF,10-OCT-2011,10,1,INF789F01GC1,10
UTFIQIPRRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - QIP I - RDR,MF,10-OCT-2011,10,1,INF789F01GD9,10
UTIDAP29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - DPADPO,MF,25-MAY-2018,10,1,INF789FC17R4,10
UTIDAP29P5,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan V - DPADPO,MF,11-JUN-2018,10,1,INF789FC19T6,10
UTIDAP29P6,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Sr XXIX Plan VI -DPADP,MF,04-JUN-2018,10,1,INF789FC19U4,10
UTIDAP29P8,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan VIII -DPADPO,MF,21-JUN-2018,10,1,INF789FC19W0,10
UTIDAP29P9,UTI-Fixed Term Income Fund ¿ Series XXIX Plan IX - DPAND,MF,09-JUL-2018,10,1,INF789FC19X8,10
UTIDAP30P2,UTI Mutual Fund - UTI-FTIF-Sr XXX Plan II (1107 days)- DPADPO,MF,28-AUG-2018,10,1,INF789F1A926,10
UTIDAP30P3,UTI Mutual Fund - UTI-FTIF - Series XXX Plan III (1106 days)- DP-ADP,MF,19-SEP-2018,10,1,INF789F1AAC3,10
UTIDAP30P4,UTI Mutual Fund-UTI-FTIF-Sr.XXX Plan IV 1125 days-DPADPO,MF,05-OCT-2018,10,1,INF789F1AAN0,10
UTIDAP30P6,UTI Mutual Fund - UTI-FITF - Series XXX Plan VI-DP-ADPO,MF,22-OCT-2018,10,1,INF789F1ABH0,10
UTIDAP32P1,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXXII-I-DP-ADP,MF,25-JUN-2019,10,1,INF789F1ALV0,10
UTIDAP32P2,UTI Mutual Fund - UTI-FTIF ¿ Series XXXII-II (1111D) - DPADPO,MF,11-JUL-2019,10,1,INF789F1AMF1,10
UTIDAP33P1,UTI Mutual Fund - UTI FTIF Series XXXIII-I (1135D) - DPADP,MF,19-MAR-2020,10,1,INF789F1AQY3,10
UTIDFP29P3,UTI Mutual Fund - UTI-FTIF ¿ Series XXIX Plan III - DPFDPO,MF,25-MAY-2018,10,1,INF789FC10S7,10
UTIDFP29P4,UTI Mutual Fund - UTI-Fixed Term Income Fund ¿ Series XXIX DPFDP,MF,21-MAY-2018,10,1,INF789FC10T5,10
